material_id,structure_type,band_gap,density,volume,nsites,avg_atomic_volume,dopant_count,volume_per_site,structural_factor,doping_structural_coupling,density_volume_ratio,compactness,coordination_factor,dimensional_factor,confinement_parameter,Zn_fraction,O_fraction,Zn_O_ratio,avg_electronegativity,electronegativity_difference,avg_atomic_radius,avg_valence_electrons,ionic_radius_mismatch,is_mg,mg_lattice_strain,mg_electronegativity_diff,mg_size_mismatch,mg_bond_energy_diff,dataset_split
mp-aaaewepe,Bulk ZnO,1.4916999999999998,6.532064861641731,123.52256830937205,11,11.229324391761095,3,11.229324391761095,0,0.0,0.05288154991468165,0.08905255250562497,2.2087365308769993,24.973793877821066,0.08905254457526857,0.18181818181818182,0.5454545454545454,0.33333333333333337,2.658181818181818,2.13,0.9545454545454546,4.181818181818182,0.4090806018074673,1,15.333333333333332,10.333333333333332,15.333333333333332,4466.666666666666,Training
mp-aaaeweqn,2D ZnO,0.7849000000000004,5.465830310544405,197.9396678134439,11,17.994515255767627,3,17.994515255767627,1,50.0,0.027613617679180375,0.05557248893823237,1.8874773096956137,40.01944366827302,0.055572485849931005,0.09090909090909091,0.5454545454545454,0.16666666666666669,2.6527272727272724,2.13,1.0045454545454544,4.727272727272727,0.4464300265849162,1,23.0,15.5,23.0,6700.0,Training
mp-aaaewerd,Bulk ZnO,0.36119999999999974,3.9262377908475057,146.69606187133417,11,13.336005624666742,2,13.336005624666742,0,0.0,0.026764438941047883,0.07498497137331474,2.0857065264584325,29.659010996979248,0.07498496575056923,0.18181818181818182,0.5454545454545454,0.33333333333333337,2.575454545454545,2.13,0.9636363636363636,4.181818181818182,0.41514793822009993,1,15.333333333333332,10.333333333333332,15.333333333333332,4466.666666666666,Training
mp-aaaewesf,Bulk ZnO,1.3728000000000002,6.465865808482144,126.0465196058808,11,11.458774509625528,3,11.458774509625528,0,0.0,0.051297456119371296,0.08726936717010936,2.193894464411495,25.48408637173035,0.08726935955416758,0.18181818181818182,0.5454545454545454,0.33333333333333337,2.6763636363636363,2.13,0.959090909090909,4.181818181818182,0.4121860645523457,1,15.333333333333332,10.333333333333332,15.333333333333332,4466.666666666666,Training
mp-aaaewesk,Bulk ZnO,0.5841999999999992,5.991821057110523,155.04592072519887,11,14.095083702290806,3,14.095083702290806,0,0.0,0.038645460835634235,0.07094672306468636,2.047572259170648,31.347185528802793,0.07094671803124922,0.09090909090909091,0.5454545454545454,0.16666666666666669,2.541818181818182,2.34,1.0727272727272728,4.181818181818182,0.5091803012130779,1,23.0,15.5,23.0,6700.0,Training
mp-aaaewesq,Bulk ZnO,1.2242000000000002,5.985764190496552,135.90476024400533,11,12.354978204000485,3,12.354978204000485,0,0.0,0.04404381553486152,0.08093903392530508,2.139510697296784,27.47722554511492,0.0809390273741784,0.18181818181818182,0.5454545454545454,0.33333333333333337,2.650909090909091,2.13,0.959090909090909,4.181818181818182,0.4121860645523457,1,15.333333333333332,10.333333333333332,15.333333333333332,4466.666666666666,Test
mp-aaaewetx,Bulk ZnO,1.1192000000000002,6.372060572644488,127.66574295902781,11,11.605976632638892,3,11.605976632638892,0,0.0,0.04991206274254397,0.08616250330780018,2.184579695646214,25.811460962601604,0.08616249588382384,0.18181818181818182,0.5454545454545454,0.33333333333333337,2.650909090909091,2.13,0.959090909090909,4.181818181818182,0.4121860645523457,1,15.333333333333332,10.333333333333332,15.333333333333332,4466.666666666666,Training
mp-aaaeweuq,2D ZnO,0.5626999999999995,6.219249166539164,173.96065136201344,11,15.81460466927395,3,15.81460466927395,1,50.0,0.03575089606670223,0.06323269034621465,1.9704965407202086,35.1713659246898,0.06323268634784178,0.09090909090909091,0.5454545454545454,0.16666666666666669,2.6527272727272724,2.13,1.0045454545454544,4.727272727272727,0.4464300265849162,1,23.0,15.5,23.0,6700.0,Training
mp-aaaeweux,2D ZnO,1.7010000000000005,4.812605665598016,176.44917887836647,11,16.04083444348786,3,16.04083444348786,1,50.0,0.027274741068166374,0.06234089651152609,1.9611891019460896,35.67449643843553,0.062340892625138956,0.09090909090909091,0.5454545454545454,0.16666666666666669,2.4854545454545454,2.34,1.0681818181818181,4.181818181818182,0.5085774014745422,1,23.0,15.5,23.0,6700.0,Test
mp-aaaewevr,Bulk ZnO,0.9669000000000003,6.44126475303494,128.51322286940032,11,11.683020260854574,3,11.683020260854574,0,0.0,0.05012141637425731,0.08559430504033494,2.179767033845794,25.98280445785851,0.08559429771395052,0.18181818181818182,0.5454545454545454,0.33333333333333337,2.6827272727272726,2.13,0.9545454545454546,4.181818181818182,0.4090806018074673,1,15.333333333333332,10.333333333333332,15.333333333333332,4466.666666666666,Training
mp-aaaewews,Bulk ZnO,2.0519999999999996,5.128860617344146,117.46452637728187,11,10.678593307025624,2,10.678593307025624,0,0.0,0.04366305961061696,0.09364529308762824,2.246072520480063,23.748978910111738,0.09364528431818817,0.18181818181818182,0.5454545454545454,0.33333333333333337,2.628181818181818,2.13,0.9636363636363636,4.181818181818182,0.41514793822009993,1,15.333333333333332,10.333333333333332,15.333333333333332,4466.666666666666,Training
mp-aaaewexe,Bulk ZnO,1.5308000000000006,6.158344421752684,132.09619200789422,11,12.008744727990383,3,12.008744727990383,0,0.0,0.046620151028915764,0.08327265027702409,2.159878156958835,26.707209187779846,0.0832726433426904,0.18181818181818182,0.5454545454545454,0.33333333333333337,2.650909090909091,2.13,0.959090909090909,4.181818181818182,0.4121860645523457,1,15.333333333333332,10.333333333333332,15.333333333333332,4466.666666666666,Test
mp-aaaewexn,Bulk ZnO,0.9813999999999998,5.109964140770328,119.90599215417267,11,10.900544741288424,2,10.900544741288424,0,0.0,0.0426164201552166,0.09173853451674396,2.230723399172039,24.24259448098551,0.09173852610078602,0.18181818181818182,0.5454545454545454,0.33333333333333337,2.637272727272727,2.13,0.9545454545454546,4.181818181818182,0.4090806018074672,1,15.333333333333332,10.333333333333332,15.333333333333332,4466.666666666666,Training
mp-aaaeweyd,2D ZnO,0.7294,5.525979424402921,163.70776546463534,11,14.882524133148667,3,14.882524133148667,1,50.0,0.03375514538799725,0.06719290296816283,2.0108033107613674,33.09843736954,0.06719289845327693,0.09090909090909091,0.5454545454545454,0.16666666666666669,2.5327272727272723,2.49,1.0727272727272728,4.181818181818182,0.518024721591458,1,23.0,15.5,23.0,6700.0,Training
mp-aaaewfaa,Bulk ZnO,2.2862,5.9092855040424235,146.8123627650845,11,13.3465784331895,3,13.3465784331895,0,0.0,0.04025059874213668,0.07492557025051888,2.085155633674463,29.682524712635256,0.07492556463667822,0.09090909090909091,0.5454545454545454,0.16666666666666669,2.516363636363636,2.34,1.0636363636363635,4.181818181818182,0.5083135282456506,1,23.0,15.5,23.0,6700.0,Training
mp-aaaewfbt,Bulk ZnO,0.8675999999999999,5.8962209501817044,136.84314663420554,11,12.44028605765505,3,12.44028605765505,0,0.0,0.04308744058584718,0.08038400366080461,2.134608991714453,27.66694851321187,0.08038399719921709,0.18181818181818182,0.5454545454545454,0.33333333333333337,2.658181818181818,2.13,0.9545454545454546,4.181818181818182,0.4090806018074673,1,15.333333333333332,10.333333333333332,15.333333333333332,4466.666666666666,Training
mp-aaaewfcz,Bulk ZnO,2.1423,5.16402894537993,116.66456358855659,11,10.605869417141507,2,10.605869417141507,0,0.0,0.04426390316422064,0.09428741394682566,2.251194564853416,23.58724242690071,0.09428740505671009,0.18181818181818182,0.5454545454545454,0.33333333333333337,2.628181818181818,2.13,0.9636363636363636,4.181818181818182,0.41514793822009993,1,15.333333333333332,10.333333333333332,15.333333333333332,4466.666666666666,Training
mp-aaaewfda,Bulk ZnO,0.16719999999999935,4.8273959091767376,119.31145336408935,11,10.84649576037176,2,10.84649576037176,0,0.0,0.040460456838502475,0.09219567518327462,2.2344225543147025,24.122390623511283,0.09219566668323288,0.18181818181818182,0.5454545454545454,0.33333333333333337,2.575454545454545,2.13,0.9636363636363636,4.181818181818182,0.41514793822009993,1,15.333333333333332,10.333333333333332,15.333333333333332,4466.666666666666,Training
mp-aaaewfdl,Bulk ZnO,0.9108999999999998,5.01150457995821,122.26175001847845,11,11.114704547134405,2,11.114704547134405,0,0.0,0.040989962757778116,0.08997090257858632,2.21630307595895,24.71888162538716,0.08997089448382375,0.18181818181818182,0.5454545454545454,0.33333333333333337,2.637272727272727,2.13,0.9545454545454546,4.181818181818182,0.4090806018074672,1,15.333333333333332,10.333333333333332,15.333333333333332,4466.666666666666,Training
mp-aaaewfdv,2D ZnO,0.8708,5.111847665346865,166.1200359542645,11,15.101821450387682,3,15.101821450387682,1,50.0,0.03077201155166038,0.06621717805929488,2.001022689062296,33.58615023699483,0.0662171736745805,0.09090909090909091,0.5454545454545454,0.16666666666666669,2.4854545454545454,2.34,1.0681818181818181,4.181818181818182,0.5085774014745422,1,23.0,15.5,23.0,6700.0,Training
mp-aaaewfep,Bulk ZnO,0.8180000000000001,5.201590871853935,117.7938317845687,11,10.708530162233517,2,10.708530162233517,0,0.0,0.04415843166870608,0.09338349753421493,2.243977520713996,23.815557880068347,0.09338348881373816,0.18181818181818182,0.5454545454545454,0.33333333333333337,2.637272727272727,2.13,0.9545454545454546,4.181818181818182,0.4090806018074672,1,15.333333333333332,10.333333333333332,15.333333333333332,4466.666666666666,Training
mp-aaaewffp,2D ZnO,0.2225999999999999,5.864856922047815,184.47246887244555,11,16.770224442949594,3,16.770224442949594,1,50.0,0.03179258649215076,0.05962949413121373,1.932333864843629,37.2966452754988,0.059629490575537375,0.09090909090909091,0.5454545454545454,0.16666666666666669,2.6527272727272724,2.13,1.0045454545454544,4.727272727272727,0.4464300265849162,1,23.0,15.5,23.0,6700.0,Training
mp-aaaewfil,Bulk ZnO,1.2483,4.1599403669831725,147.2958387252484,12,12.274653227104032,2,12.274653227104032,0,0.0,0.028242076646460654,0.08146869663021272,2.2722237076307614,28.101940742938407,0.08146868999306474,0.16666666666666666,0.5833333333333334,0.2857142857142857,2.6625,2.13,0.925,4.333333333333333,0.4178276982087458,1,15.333333333333332,10.333333333333332,15.333333333333332,4466.666666666666,Training
mp-aaaewfis,2D ZnO,0.1873999999999998,5.1085932365672555,191.818487731968,12,15.984873977664,2,15.984873977664,1,50.0,0.026632434115034836,0.06255914193614044,2.080739723860114,36.59622581530422,0.06255913802249445,0.08333333333333333,0.6666666666666666,0.125,2.8566666666666665,2.13,0.8625,4.666666666666667,0.43260323352411584,1,23.0,15.5,23.0,6700.0,Training
mp-aaaewfka,Bulk ZnO,1.3973000000000002,4.011614589059644,152.7419675541253,12,12.728497296177109,2,12.728497296177109,0,0.0,0.026263997074923745,0.07856386946009261,2.244890278068902,29.140984282471024,0.07856386328781151,0.16666666666666666,0.5833333333333334,0.2857142857142857,2.6625,2.13,0.925,4.333333333333333,0.4178276982087458,1,15.333333333333332,10.333333333333332,15.333333333333332,4466.666666666666,Training
mp-aaaewfwp,Bulk ZnO,2.4623,6.078000226985682,177.80121696684452,13,13.67701668975727,2,13.67701668975727,0,0.0,0.03418424424012282,0.07311536007329002,2.3118790488145526,32.159243767162,0.07311535472743454,0.15384615384615385,0.6153846153846154,0.25,2.8346153846153848,2.13,0.9,4.461538461538462,0.423659272867691,1,15.333333333333332,10.333333333333332,15.333333333333332,4466.666666666666,Training
mp-aaaewfxo,Bulk ZnO,1.8520999999999996,6.709515963850283,161.06613992802266,13,12.389703071386359,2,12.389703071386359,0,0.0,0.041656899251752325,0.08071218448402283,2.389325228520009,29.132338602311158,0.08071217796956663,0.15384615384615385,0.6153846153846154,0.25,2.8346153846153848,2.13,0.9,4.461538461538462,0.423659272867691,1,15.333333333333332,10.333333333333332,15.333333333333332,4466.666666666666,Training
mp-aaaewfyy,Bulk ZnO,2.3115,6.586410222481691,164.07660631190143,13,12.621277408607803,2,12.621277408607803,0,0.0,0.04014228701172216,0.07923128282704513,2.3746218742957845,29.676847374205884,0.07923127654944945,0.15384615384615385,0.6153846153846154,0.25,2.8346153846153848,2.13,0.9,4.461538461538462,0.423659272867691,1,15.333333333333332,10.333333333333332,15.333333333333332,4466.666666666666,Training
mp-aaaewgea,Bulk ZnO,2.1512000000000002,6.2442963961519995,173.06606998168277,13,13.312774613975598,2,13.312774613975598,0,0.0,0.03608041944219854,0.07511582138183362,2.3327742265046294,31.302788739649145,0.07511581573944742,0.15384615384615385,0.6153846153846154,0.25,2.8346153846153848,2.13,0.9,4.461538461538462,0.423659272867691,1,15.333333333333332,10.333333333333332,15.333333333333332,4466.666666666666,Training
mp-aaaewgqo,Bulk ZnO,0.9669000000000001,4.073087331875097,157.8193372272531,13,12.139949017481008,2,12.139949017481008,0,0.0,0.02580854414570266,0.08237266882752495,2.405599254883565,28.545083231964625,0.08237266204226894,0.15384615384615385,0.6153846153846154,0.25,2.726923076923077,2.13,0.9076923076923078,4.461538461538462,0.43041337532259255,1,15.333333333333332,10.333333333333332,15.333333333333332,4466.666666666666,Test
mp-aaaewgzv,Bulk ZnO,0.8888,4.0655827119086245,158.11065442165724,13,12.162358032435172,2,12.162358032435172,0,0.0,0.025713527825053012,0.08222089806377604,2.404120916247211,28.59777432614401,0.08222089130350052,0.15384615384615385,0.6153846153846154,0.25,2.726923076923077,2.13,0.9076923076923078,4.461538461538462,0.43041337532259255,1,15.333333333333332,10.333333333333332,15.333333333333332,4466.666666666666,Training
mp-aaaewmdk,2D ZnO,2.0930999999999997,5.368883670732185,160.35401719242816,11,14.577637926584378,3,14.577637926584378,1,50.0,0.03348144165474453,0.06859821906924708,2.024725116973514,32.42037651625182,0.06859821436353175,0.09090909090909091,0.5454545454545454,0.16666666666666669,2.4863636363636363,2.34,1.0681818181818181,4.181818181818182,0.5085774014745422,1,23.0,15.5,23.0,6700.0,Training
mp-aaaewmgu,2D ZnO,1.5517000000000003,4.968252628659521,170.92132414153434,11,15.53830219468494,3,15.53830219468494,1,50.0,0.029067482677266613,0.0643570956125478,1.9821077925368924,34.55687472222881,0.06435709147071231,0.09090909090909091,0.5454545454545454,0.16666666666666669,2.4854545454545454,2.34,1.0681818181818181,4.181818181818182,0.5085774014745422,1,23.0,15.5,23.0,6700.0,Training
mp-aaaewoie,Bulk ZnO,2.1797,3.5219039643526027,213.80801446068014,16,13.363000903792509,2,13.363000903792509,0,0.0,0.01647227290911628,0.07483349041128878,2.6757486963746007,33.6726522569048,0.07483348481123792,0.0625,0.625,0.1,2.7424999999999997,2.13,0.890625,4.5,0.4230217115239487,1,23.0,15.5,23.0,6700.0,Training
mp-aaaewpao,Bulk ZnO,1.3839000000000001,4.879429907766732,172.36850725100402,15,11.491233816733601,2,11.491233816733601,0,0.0,0.02830812881996639,0.0870228572447803,2.695288669038496,28.339819587783023,0.08702284967180328,0.13333333333333333,0.5333333333333333,0.25,2.63,2.13,0.9733333333333334,4.133333333333334,0.4113297413590529,1,15.333333333333332,10.333333333333332,15.333333333333332,4466.666666666666,Training
mp-aaaewpkt,Bulk ZnO,0.9017000000000004,4.829593805931106,172.89982266565758,15,11.526654844377171,2,11.526654844377171,0,0.0,0.027932902020786105,0.08675543889368831,2.6925249920082877,28.42717535384279,0.08675543136718279,0.13333333333333333,0.5333333333333333,0.25,2.5553333333333335,2.13,0.9733333333333334,4.133333333333334,0.4113297413590529,1,15.333333333333332,10.333333333333332,15.333333333333332,4466.666666666666,Test
mp-aaaewplr,Bulk ZnO,1.0690999999999997,4.470975384189429,166.3639538545371,14,11.883139561038364,2,11.883139561038364,0,0.0,0.026874664136070578,0.08415284486590838,2.5455108814541028,28.640056887151257,0.08415283778420768,0.14285714285714285,0.5714285714285714,0.25,2.627142857142857,2.13,0.9428571428571428,4.285714285714286,0.42132383519604805,1,15.333333333333332,10.333333333333332,15.333333333333332,4466.666666666666,Training
mp-aaaewrnw,Bulk ZnO,0.38649999999999984,3.754148607041617,171.227090472533,13,13.171314651733308,2,13.171314651733308,0,0.0,0.021924968745782838,0.0759225655480338,2.3410958401043236,30.970169023505182,0.07592255978379828,0.15384615384615385,0.6153846153846154,0.25,2.726923076923077,2.13,0.9076923076923078,4.461538461538462,0.43041337532259255,1,15.333333333333332,10.333333333333332,15.333333333333332,4466.666666666666,Training
mp-aaaewrpa,Bulk ZnO,0.1221000000000001,4.701382763057694,177.61496025257773,15,11.840997350171849,2,11.840997350171849,0,0.0,0.026469520114589914,0.08445234556069611,2.668484869882891,29.20241063710892,0.08445233842849806,0.13333333333333333,0.5333333333333333,0.25,2.5553333333333335,2.13,0.9733333333333334,4.133333333333334,0.4113297413590529,1,15.333333333333332,10.333333333333332,15.333333333333332,4466.666666666666,Training
mp-aaaewrra,Bulk ZnO,1.2181000000000002,5.52309690483176,171.6546356826487,14,12.261045405903477,2,12.261045405903477,0,0.0,0.03217563500611041,0.08155911399842933,2.5190852029186472,29.55086373573951,0.0815591073465408,0.14285714285714285,0.5714285714285714,0.25,2.7578571428571426,2.13,0.9535714285714285,4.285714285714286,0.4298640088572126,1,15.333333333333332,10.333333333333332,15.333333333333332,4466.666666666666,Training
mp-aaaewrsq,Bulk ZnO,0.4769000000000001,4.844629382747432,153.53272329745081,14,10.966623092675059,2,10.966623092675059,0,0.0,0.03155437667422571,0.09118577264389896,2.6145345460606335,26.43112181093623,0.09118576432905459,0.14285714285714285,0.5714285714285714,0.25,2.627142857142857,2.13,0.9428571428571428,4.285714285714286,0.42132383519604805,1,15.333333333333332,10.333333333333332,15.333333333333332,4466.666666666666,Training
mp-aaaewrxw,Bulk ZnO,0.26129999999999987,4.461634004367745,162.81517307841094,14,11.629655219886496,2,11.629655219886496,0,0.0,0.027403060292292572,0.0859870719374396,2.563872420002193,28.029123563234524,0.0859870645436637,0.07142857142857142,0.5714285714285714,0.125,2.62,2.13,0.9464285714285715,4.2857142857142865,0.4238023142527824,1,23.0,15.5,23.0,6700.0,Training
mp-aaaewsap,Bulk ZnO,0.4557000000000002,4.8254454004722,173.04846357000184,15,11.536564238000123,2,11.536564238000123,0,0.0,0.027884936398295167,0.0866809198449322,2.6917538515881985,28.451614020045007,0.08668091233135099,0.13333333333333333,0.5333333333333333,0.25,2.5553333333333335,2.13,0.9733333333333334,4.133333333333334,0.4113297413590529,1,15.333333333333332,10.333333333333332,15.333333333333332,4466.666666666666,Training
mp-aaaewsce,Bulk ZnO,0.4491999999999998,4.244144086533666,196.7501327869969,15,13.116675519133127,2,13.116675519133127,0,0.0,0.021571238740298117,0.07623883037598307,2.5790093363490003,32.34850354036101,0.07623882456362426,0.13333333333333333,0.5333333333333333,0.25,2.5553333333333335,2.13,0.9733333333333334,4.133333333333334,0.4113297413590529,1,15.333333333333332,10.333333333333332,15.333333333333332,4466.666666666666,Training
mp-aaaewscf,Bulk ZnO,0.38180000000000014,4.955024964061637,168.52304855153886,15,11.234869903435925,2,11.234869903435925,0,0.0,0.029402654453798686,0.08900859632510504,2.7156355799125573,27.707571809385684,0.08900858840257553,0.13333333333333333,0.5333333333333333,0.25,2.5553333333333335,2.13,0.9733333333333334,4.133333333333334,0.4113297413590529,1,15.333333333333332,10.333333333333332,15.333333333333332,4466.666666666666,Training
mp-aaaewscn,Bulk ZnO,0.5654999999999997,4.549343890668772,163.4981132170948,14,11.678436658363916,2,11.678436658363916,0,0.0,0.02782505437618168,0.08562789945722876,2.56029762844215,28.146693769816217,0.08562789212509223,0.14285714285714285,0.5714285714285714,0.25,2.627142857142857,2.13,0.9428571428571428,4.285714285714286,0.42132383519604805,1,15.333333333333332,10.333333333333332,15.333333333333332,4466.666666666666,Test
mp-aaaewscy,Bulk ZnO,0.5831999999999997,4.867929138094547,171.53822270295095,15,11.435881513530063,2,11.435881513530063,0,0.0,0.028378101751259453,0.0874440679379964,2.699630277954969,28.203309069280458,0.08744406029153207,0.13333333333333333,0.5333333333333333,0.25,2.5553333333333335,2.13,0.9733333333333334,4.133333333333334,0.4113297413590529,1,15.333333333333332,10.333333333333332,15.333333333333332,4466.666666666666,Test
mp-aaaewsfa,Bulk ZnO,0.6320000000000001,4.400979144681395,165.05911270030495,14,11.789936621450353,2,11.789936621450353,0,0.0,0.026663048605333164,0.0848180980193415,2.5522009556813448,28.41542454330482,0.08481809082523237,0.07142857142857142,0.5714285714285714,0.125,2.62,2.13,0.9464285714285715,4.2857142857142865,0.4238023142527824,1,23.0,15.5,23.0,6700.0,Training
mp-aaaewsfz,Bulk ZnO,0.12270000000000003,4.7193130263296075,176.9401410616083,15,11.79600940410722,2,11.79600940410722,0,0.0,0.026671805493171857,0.08477443224585873,2.6718729467488003,29.091460821325004,0.08477442505915499,0.13333333333333333,0.5333333333333333,0.25,2.5553333333333335,2.13,0.9733333333333334,4.133333333333334,0.4113297413590529,1,15.333333333333332,10.333333333333332,15.333333333333332,4466.666666666666,Training
